novada kods,Izglītības iestāde,Centralizētais eksāmens,vidējais vērtējums,skaits,<5%,5-9%,10-19%,20-29%,30-39%,40-49%,50-59%,60-69%,70-79%,80-89%,90-100%
146,Jūrmalas Kauguru vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,40.7,28,,,1,6,6,9,3,2,1,,
146,Jūrmalas Kauguru vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,65.3,50,,,,,3,3,7,19,12,6,
146,Jūrmalas Kauguru vidusskola,Centralizētais eksāmens matemātikā 12.klasei,37.7,28,,,5,7,2,6,5,1,2,,
146,Jūrmalas Kauguru vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,35.6,26,2,2,3,6,2,3,2,4,2,,
146,Jūrmalas Kauguru vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,39.7,2,,,,,1,1,,,,,
146,Jūrmalas Kauguru vidusskola,Centralizētais eksāmens fizikā 12.klasē,48.3,2,,,,1,,,,,1,,
146,Jūrmalas Majoru vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,81.8,12,,,,,,,,2,2,6,2
146,Jūrmalas Majoru vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,77.0,8,,,,,,,1,,3,4,
146,Jūrmalas Majoru vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,53.8,20,,,2,1,5,1,1,4,3,3,
146,Jūrmalas Majoru vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,50.2,20,,,1,3,1,3,5,5,2,,
146,Jūrmalas Majoru vidusskola,Centralizētais eksāmens matemātikā 12.klasei,30.4,21,,2,4,6,4,,2,2,1,,
146,Jūrmalas Majoru vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,58.5,1,,,,,,,1,,,,
146,Jūrmalas Majoru vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,22.9,20,2,3,7,3,1,1,2,1,,,
146,Jūrmalas Majoru vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,54.4,20,,,,,1,6,8,3,2,,
146,Jūrmalas Majoru vidusskola,Centralizētais eksāmens fizikā 12.klasē,62.0,1,,,,,,,,1,,,
146,Jūrmalas Mežmalas vidusskola (likv.),Centralizētais eksāmens angļu valodā 12.klasē,57.2,15,,,,,4,2,2,2,3,1,1
146,Jūrmalas Mežmalas vidusskola (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,36.4,14,,,1,4,5,2,1,,1,,
146,Jūrmalas Mežmalas vidusskola (likv.),Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,53.5,39,,,,3,4,10,11,6,2,3,
146,Jūrmalas Mežmalas vidusskola (likv.),Centralizētais eksāmens matemātikā 12.klasei,38.9,14,,,,5,3,4,,1,1,,
146,Jūrmalas Mežmalas vidusskola (likv.),Centralizētais eksāmens matemātikā optimālajā līmenī,11.5,7,,3,4,,,,,,,,
146,Jūrmalas Mežmalas vidusskola (likv.),Centralizētais eksāmens fizikā 12.klasē,39.0,2,,,,,1,1,,,,,
146,Jūrmalas Pumpuru vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,76.2,54,,,,1,1,1,4,6,16,15,10
146,Jūrmalas Pumpuru vidusskola,Centralizētais eksāmens vācu valodā 12.klasē,90.9,1,,,,,,,,,,,1
146,Jūrmalas Pumpuru vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,65.5,38,,,2,2,2,4,5,3,7,9,4
146,Jūrmalas Pumpuru vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,83.2,8,,,,,,,,,3,3,2
146,Jūrmalas Pumpuru vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,53.2,60,,,,1,15,14,9,10,9,1,1
146,Jūrmalas Pumpuru vidusskola,Centralizētais eksāmens matemātikā 12.klasei,30.3,63,1,9,15,12,9,6,5,1,4,,1
146,Jūrmalas Pumpuru vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,26.4,51,1,6,18,9,8,4,1,3,,1,
146,Jūrmalas Pumpuru vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,61.1,3,,,,,1,,,,2,,
146,Jūrmalas Pumpuru vidusskola,Centralizētais eksāmens fizikā 12.klasē,38.6,6,,,,2,2,1,1,,,,
146,Jūrmalas Pumpuru vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,57.6,9,,,,,2,1,2,2,,2,
146,Jūrmalas Valsts ģimnāzija,Centralizētais eksāmens angļu valodā 12.klasē,79.3,41,,,,,,,4,3,9,20,5
146,Jūrmalas Valsts ģimnāzija,Centralizētais eksāmens angļu valodā optimālajā līmenī,72.0,29,,,,,,2,5,3,9,9,1
146,Jūrmalas Valsts ģimnāzija,Centralizētais eksāmens vācu valodā 12.klasē,72.1,1,,,,,,,,,1,,
146,Jūrmalas Valsts ģimnāzija,Centralizētais eksāmens latviešu valodā 12.klasei,60.7,41,,,,,2,6,15,7,7,4,
146,Jūrmalas Valsts ģimnāzija,Centralizētais eksāmens matemātikā 12.klasei,50.0,41,,,1,5,9,6,8,4,5,3,
146,Jūrmalas Valsts ģimnāzija,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,75.9,2,,,,,,,,1,,1,
146,Jūrmalas Valsts ģimnāzija,Centralizētais eksāmens matemātikā optimālajā līmenī,30.2,48,,4,8,12,13,8,1,1,1,,
146,Jūrmalas Valsts ģimnāzija,Centralizētais eksāmens ķīmijā 12.klasē,68.4,3,,,,,,,,2,1,,
146,Jūrmalas Valsts ģimnāzija,Centralizētais eksāmens latviešu valodā optimālajā līmenī,64.4,28,,,,1,,1,5,15,5,1,
146,Jūrmalas Valsts ģimnāzija,Centralizētais eksāmens fizikā 12.klasē,55.5,4,,,,,,1,2,1,,,
146,Jūrmalas Valsts ģimnāzija,Centralizētais eksāmens bioloģijā 12.klasei,61.8,4,,,,,,,1,2,1,,
142,Kalnciema pagasta vidusskola (likv.),Centralizētais eksāmens angļu valodā 12.klasē,59.6,2,,,,,,,1,1,,,
142,Kalnciema pagasta vidusskola (likv.),Centralizētais eksāmens krievu valodā 12.klasei,80.5,7,,,,,,,1,,1,3,2
142,Kalnciema pagasta vidusskola (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,42.9,9,,,1,,3,2,2,1,,,
142,Kalnciema pagasta vidusskola (likv.),Centralizētais eksāmens matemātikā 12.klasei,31.5,9,1,,,4,2,1,,,1,,
142,Kalnciema pagasta vidusskola (likv.),Centralizētais eksāmens fizikā 12.klasē,22.2,3,,,2,,1,,,,,,
142,Kalnciema pagasta vidusskola (likv.),Centralizētais eksāmens bioloģijā 12.klasei,40.7,1,,,,,,1,,,,,
142,Kalnciema vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,44.3,8,,,,3,,3,,,1,1,
142,Kalnciema vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,82.9,3,,,,,,,,,,3,
142,Kalnciema vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,33.7,11,,,1,3,4,2,1,,,,
142,Kalnciema vidusskola,Centralizētais eksāmens matemātikā 12.klasei,17.2,11,1,2,5,1,2,,,,,,
209,Kandavas Kārļa Mīlenbaha vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,66.7,15,,,,1,,3,1,2,4,4,
209,Kandavas Kārļa Mīlenbaha vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,77.3,5,,,,,,,,,3,2,
209,Kandavas Kārļa Mīlenbaha vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,71.2,20,,,,,,2,1,6,7,4,
209,Kandavas Kārļa Mīlenbaha vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,63.7,20,,,,,,3,3,10,2,2,
209,Kandavas Kārļa Mīlenbaha vidusskola,Centralizētais eksāmens matemātikā 12.klasei,34.8,20,,,1,9,5,3,1,,,,1
209,Kandavas Kārļa Mīlenbaha vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,34.5,20,,,4,5,5,2,2,2,,,
209,Kandavas Kārļa Mīlenbaha vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,58.3,20,,,,,2,3,6,5,3,1,
128,Kandavas Lauksaimniecības  tehnikuma Cīravas teritoriālā struktūrvienība  (prof.) (strukt.),Centralizētais eksāmens angļu valodā 12.klasē,39.5,27,,,7,3,4,6,3,1,1,2,
128,Kandavas Lauksaimniecības  tehnikuma Cīravas teritoriālā struktūrvienība  (prof.) (strukt.),Centralizētais eksāmens krievu valodā 12.klasei,20.1,2,,,1,1,,,,,,,
128,Kandavas Lauksaimniecības  tehnikuma Cīravas teritoriālā struktūrvienība  (prof.) (strukt.),Centralizētais eksāmens latviešu valodā 12.klasei,34.6,29,,,5,6,7,8,2,1,,,
128,Kandavas Lauksaimniecības  tehnikuma Cīravas teritoriālā struktūrvienība  (prof.) (strukt.),Centralizētais eksāmens matemātikā 12.klasei,29.0,28,,,1,16,8,3,,,,,
209,Kandavas Lauksaimniecības tehnikums (prof.),Centralizētais eksāmens angļu valodā 12.klasē,47.8,58,,,8,5,7,11,11,5,8,3,
209,Kandavas Lauksaimniecības tehnikums (prof.),Centralizētais eksāmens latviešu valodā 12.klasei,43.4,55,,,1,5,16,19,9,3,1,1,
209,Kandavas Lauksaimniecības tehnikums (prof.),Centralizētais eksāmens matemātikā 12.klasei,20.0,56,4,9,20,10,7,5,,1,,,
116,Kandavas Lauksaimniecības tehnikums Saulaines teriotoriālā struktūrvienība (prof.) (strukt.),Centralizētais eksāmens angļu valodā 12.klasē,46.2,24,,,5,2,2,5,4,,4,1,1
116,Kandavas Lauksaimniecības tehnikums Saulaines teriotoriālā struktūrvienība (prof.) (strukt.),Centralizētais eksāmens krievu valodā 12.klasei,65.0,6,,,,,1,,1,2,1,,1
116,Kandavas Lauksaimniecības tehnikums Saulaines teriotoriālā struktūrvienība (prof.) (strukt.),Centralizētais eksāmens latviešu valodā 12.klasei,34.8,30,,,3,9,7,8,3,,,,
116,Kandavas Lauksaimniecības tehnikums Saulaines teriotoriālā struktūrvienība (prof.) (strukt.),Centralizētais eksāmens matemātikā 12.klasei,9.9,42,7,18,14,3,,,,,,,
116,Kandavas Lauksaimniecības tehnikums Saulaines teriotoriālā struktūrvienība (prof.) (strukt.),Centralizētais eksāmens fizikā 12.klasē,12.7,1,,,1,,,,,,,,
180,Kaunatas vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,44.4,1,,,,,,1,,,,,
180,Kaunatas vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,77.8,10,,,,,,1,,,4,5,
180,Kaunatas vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,41.5,12,,,1,1,4,3,1,1,1,,
180,Kaunatas vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,33.3,11,,,2,4,2,1,,2,,,
180,Kaunatas vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,48.2,8,,,,,2,3,1,2,,,
180,Kaunatas vidusskola,Centralizētais eksāmens matemātikā 12.klasei,32.9,11,,,,3,5,3,,,,,
180,Kaunatas vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,16.0,13,4,3,2,2,,2,,,,,
180,Kaunatas vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,38.9,13,,,1,1,7,2,,1,1,,
180,Kaunatas vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,32.7,1,,,,,1,,,,,,
162,Kārsavas vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,62.0,12,,,,,2,1,1,4,3,1,
162,Kārsavas vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,84.2,1,,,,,,,,,,1,
162,Kārsavas vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,44.9,6,,,,2,1,1,1,,1,,
162,Kārsavas vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,61.3,13,,,,,,4,3,1,5,,
162,Kārsavas vidusskola,Centralizētais eksāmens matemātikā 12.klasei,61.9,13,,,,,1,1,2,6,3,,
162,Kārsavas vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,59.0,12,,,,,2,1,3,3,1,2,
162,Kārsavas vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,63.9,8,,,,,1,1,,3,2,1,
150,Krāslavas gr. Plāteru v.n. Poļu pamatskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,52.4,7,,,,1,,1,2,3,,,
150,Krāslavas ģimnāzija,Centralizētais eksāmens angļu valodā 12.klasē,76.6,18,,,,,,,2,4,4,5,3
150,Krāslavas ģimnāzija,Centralizētais eksāmens krievu valodā 12.klasei,85.1,14,,,,,,,,,4,7,3
150,Krāslavas ģimnāzija,Centralizētais eksāmens angļu valodā optimālajā līmenī,50.3,38,,,2,4,7,9,4,2,6,4,
150,Krāslavas ģimnāzija,Centralizētais eksāmens latviešu valodā 12.klasei,63.2,28,,,,,3,6,2,8,2,6,1
150,Krāslavas ģimnāzija,Centralizētais eksāmens matemātikā 12.klasei,49.6,28,,,1,4,7,3,3,3,4,2,1
150,Krāslavas ģimnāzija,Centralizētais eksāmens matemātikā optimālajā līmenī,30.4,24,,1,5,8,5,2,1,,2,,
150,Krāslavas ģimnāzija,Centralizētais eksāmens latviešu valodā optimālajā līmenī,57.2,13,,,,1,,3,3,4,2,,
150,Krāslavas ģimnāzija,Centralizētais eksāmens fizikā 12.klasē,65.1,3,,,,,,,1,,2,,
150,Krāslavas ģimnāzija,Centralizētais eksāmens bioloģijā 12.klasei,64.8,4,,,,,,,1,2,1,,
150,Krāslavas ģimnāzija,Centralizētais eksāmens ķīmijā 12.klasē,60.3,2,,,,,,,1,1,,,
150,Krāslavas Varavīksnes vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,54.2,28,,,,,3,8,11,3,1,,2
150,Krāslavas Varavīksnes vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,88.8,17,,,,,,,,,1,9,7
150,Krāslavas Varavīksnes vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,40.3,18,,,,6,4,4,3,,1,,
150,Krāslavas Varavīksnes vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,40.0,29,,,1,4,11,8,3,1,1,,
150,Krāslavas Varavīksnes vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,57.3,39,,1,2,2,5,3,6,4,13,2,1
150,Krāslavas Varavīksnes vidusskola,Centralizētais eksāmens matemātikā 12.klasei,40.5,29,,,4,9,5,3,4,,,3,1
150,Krāslavas Varavīksnes vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,17.3,18,,9,4,2,1,1,1,,,,
150,Krāslavas Varavīksnes vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,30.4,3,,,,1,2,,,,,,
201,Krimuldas vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,68.9,10,,,,1,1,,,2,3,1,2
201,Krimuldas vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,69.7,3,,,,,,,1,,2,,
201,Krimuldas vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,62.2,1,,,,,,,,1,,,
201,Krimuldas vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,63.6,11,,,,,1,1,1,3,4,1,
201,Krimuldas vidusskola,Centralizētais eksāmens matemātikā 12.klasei,31.0,11,1,1,1,2,3,1,1,1,,,
201,Krimuldas vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,41.3,1,,,,,,1,,,,,
153,Kuldīgas 2. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,50.3,15,,,2,2,2,1,2,2,2,2,
153,Kuldīgas 2. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,32.8,2,,,,1,1,,,,,,
153,Kuldīgas 2. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,39.8,17,,,,2,9,3,2,1,,,
153,Kuldīgas 2. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,10.6,17,3,6,8,,,,,,,,
153,Kuldīgas Centra vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,70.5,30,,,,1,2,3,3,1,8,9,3
153,Kuldīgas Centra vidusskola,Centralizētais eksāmens vācu valodā 12.klasē,60.6,1,,,,,,,,1,,,
153,Kuldīgas Centra vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,57.6,3,,,,,1,,1,,1,,
153,Kuldīgas Centra vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,56.7,3,,,,,,,2,1,,,
153,Kuldīgas Centra vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,56.6,34,,,,,2,9,9,10,1,2,1
153,Kuldīgas Centra vidusskola,Centralizētais eksāmens matemātikā 12.klasei,38.8,34,,2,1,9,7,8,2,3,1,,1
153,Kuldīgas Centra vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,30.4,18,,,5,4,7,1,,,1,,
153,Kuldīgas Centra vidusskola,Centralizētais eksāmens fizikā 12.klasē,30.7,8,,,,5,2,1,,,,,
153,Kuldīgas Centra vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,62.9,14,,,,,,1,4,6,2,1,
153,Kuldīgas Centra vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,47.7,4,,,,,2,,,2,,,
153,Kuldīgas Centra vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,81.3,1,,,,,,,,,,1,
153,Kuldīgas Mākslas un humanitāro zinību vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,77.4,13,,,,,,,1,2,4,5,1
153,Kuldīgas Mākslas un humanitāro zinību vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,67.5,14,,,,,1,2,1,2,5,3,
153,Kuldīgas Mākslas un humanitāro zinību vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,78.3,13,,,,,1,,1,,4,6,1
153,Kuldīgas Mākslas un humanitāro zinību vidusskola,Centralizētais eksāmens matemātikā 12.klasei,60.9,13,,,,1,1,2,2,4,,2,1
153,Kuldīgas Mākslas un humanitāro zinību vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,68.0,2,,,,,,,,1,1,,
153,Kuldīgas Mākslas un humanitāro zinību vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,54.7,6,,,,,,3,2,,,1,
153,Kuldīgas Tehnoloģiju un tūrisma tehnikums (prof.),Centralizētais eksāmens angļu valodā 12.klasē,55.5,70,,,2,13,4,10,10,8,9,13,1
153,Kuldīgas Tehnoloģiju un tūrisma tehnikums (prof.),Centralizētais eksāmens latviešu valodā 12.klasei,43.6,66,,,1,6,22,20,9,6,1,1,
153,Kuldīgas Tehnoloģiju un tūrisma tehnikums (prof.),Centralizētais eksāmens matemātikā 12.klasei,17.3,72,7,12,25,19,6,3,,,,,
153,Kuldīgas Tehnoloģiju un tūrisma tehnikums (prof.),Centralizētais eksāmens matemātikā vispārīgajā līmenī,21.0,3,,,2,,1,,,,,,
170,Ķeguma komercnovirziena vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,79.4,6,,,,,,,,1,3,,2
170,Ķeguma komercnovirziena vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,71.0,4,,,,1,,,,,1,1,1
170,Ķeguma komercnovirziena vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,66.9,1,,,,,,,,1,,,
170,Ķeguma komercnovirziena vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,68.2,7,,,,,,,3,1,1,1,1
170,Ķeguma komercnovirziena vidusskola,Centralizētais eksāmens matemātikā 12.klasei,48.0,7,,,2,1,,,1,1,1,1,
170,Ķeguma komercnovirziena vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,60.6,4,,,,,,1,1,1,1,,
170,Ķeguma komercnovirziena vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,53.0,2,,,,,,1,,1,,,
155,Ķekavas vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,77.0,39,,,,,1,,4,7,7,14,6
155,Ķekavas vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,75.3,42,,,,,1,2,4,6,11,12,6
155,Ķekavas vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,72.5,1,,,,,,,,,1,,
155,Ķekavas vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,63.7,40,,,,,1,9,5,9,9,6,1
155,Ķekavas vidusskola,Centralizētais eksāmens matemātikā 12.klasei,56.9,40,,,1,4,6,5,7,3,5,7,2
155,Ķekavas vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,52.7,45,,,2,6,8,7,4,5,6,5,2
155,Ķekavas vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,78.8,1,,,,,,,,,1,,
155,Ķekavas vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,48.6,7,,,,,2,2,1,2,,,
184,Latvijas Jūras akadēmijas Jūrskola (prof.),Centralizētais eksāmens angļu valodā 12.klasē,61.8,77,,,,6,3,10,14,14,21,8,1
184,Latvijas Jūras akadēmijas Jūrskola (prof.),Centralizētais eksāmens matemātikā optimālajā līmenī,28.7,103,2,10,28,20,19,12,3,2,6,1,
184,Latvijas Jūras akadēmijas Jūrskola (prof.),Centralizētais eksāmens latviešu valodā optimālajā līmenī,44.6,104,,,1,15,20,31,25,11,1,,
184,Latvijas Jūras akadēmijas Jūrskola (prof.),Centralizētais eksāmens matemātikā 12.klasei,15.9,3,,,2,1,,,,,,,
162,"Latvijas Lauksaimniecības universitātes aģentūra ""Latvijas Lauksaimniecības universitātes Malnavas koledža""",Centralizētais eksāmens angļu valodā 12.klasē,43.3,19,,,2,2,5,4,1,3,2,,
162,"Latvijas Lauksaimniecības universitātes aģentūra ""Latvijas Lauksaimniecības universitātes Malnavas koledža""",Centralizētais eksāmens krievu valodā 12.klasei,74.3,12,,,,,,,2,1,5,4,
162,"Latvijas Lauksaimniecības universitātes aģentūra ""Latvijas Lauksaimniecības universitātes Malnavas koledža""",Centralizētais eksāmens latviešu valodā 12.klasei,33.3,31,,,4,9,10,6,1,1,,,
162,"Latvijas Lauksaimniecības universitātes aģentūra ""Latvijas Lauksaimniecības universitātes Malnavas koledža""",Centralizētais eksāmens matemātikā 12.klasei,22.5,31,4,6,5,7,5,2,1,1,,,
162,"Latvijas Lauksaimniecības universitātes aģentūra ""Latvijas Lauksaimniecības universitātes Malnavas koledža""",Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,23.4,6,,,2,3,1,,,,,,
183,Latvijas Universitāte,Centralizētais eksāmens angļu valodā 12.klasē,70.6,19,,,1,,,2,,5,4,6,1
183,Latvijas Universitāte,Centralizētais eksāmens krievu valodā 12.klasei,89.0,1,,,,,,,,,,1,
183,Latvijas Universitāte,Centralizētais eksāmens latviešu valodā 12.klasei,52.5,23,,,,4,2,5,4,2,4,2,
183,Latvijas Universitāte,Centralizētais eksāmens matemātikā 12.klasei,30.8,44,1,7,11,4,6,6,4,2,1,2,
183,Latvijas Universitāte,Centralizētais eksāmens ķīmijā 12.klasē,53.7,47,,,1,5,5,5,10,12,8,1,
183,Latvijas Universitāte,Centralizētais eksāmens fizikā 12.klasē,55.1,9,,,,1,,2,4,1,,,1
183,Latvijas Universitāte,Centralizētais eksāmens bioloģijā 12.klasei,51.5,136,,,1,6,19,35,37,20,18,,
183,Latvijas Universitāte,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,79.7,1,,,,,,,,,1,,
108,Laucesas pamatskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,47.1,6,,,,,1,3,1,1,,,
108,Lāču pamatskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,58.2,10,,,,,,3,4,,3,,
134,Lejasciema vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,60.4,4,,,,,1,,1,1,,,1
134,Lejasciema vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,60.4,1,,,,,,,,1,,,
134,Lejasciema vidusskola,Centralizētais eksāmens matemātikā 12.klasei,34.9,5,,1,1,1,,1,,,,1,
134,Lejasciema vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,51.9,5,,,,,2,,2,,1,,
157,Liepājas 3. pamatskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,61.8,32,,,,,2,6,8,3,8,5,
157,Liepājas 7. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,50.8,33,,,2,3,9,5,3,2,3,6,
157,Liepājas 7. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,41.5,12,,,,2,3,3,4,,,,
157,Liepājas 7. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,30.3,33,,2,9,7,6,5,4,,,,
157,Liepājas 7. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,56.4,64,,,1,1,10,11,12,16,10,2,1
157,Liepājas 7. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,33.9,34,,7,4,5,6,4,3,3,1,1,
157,Liepājas 7. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,26.4,30,2,8,8,1,3,1,3,2,2,,
157,Liepājas 7. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,37.7,30,,,1,5,11,9,2,2,,,
